depth,sample
6,D20161014T175451_IFCB110
6,D20161016T180146_IFCB110
6,D20160927T082629_IFCB110
6,D20160811T065215_IFCB110
6,D20160822T220815_IFCB110
6,D20161007T135600_IFCB110
6,D20160813T042804_IFCB110
6,D20160813T113456_IFCB110
6,D20160825T222419_IFCB110
6,D20161005T031236_IFCB110
6,D20160927T060434_IFCB110
6,D20160905T211533_IFCB110
6,D20161010T103313_IFCB110
6,D20160910T021705_IFCB110
6,D20161009T202106_IFCB110
6,D20160902T045843_IFCB110
6,D20160911T103710_IFCB110
6,D20160828T022855_IFCB110
6,D20160813T113456_IFCB110
6,D20160829T221349_IFCB110
6,D20160907T195048_IFCB110
6,D20160911T081520_IFCB110
6,D20161011T211454_IFCB110
6,D20160908T104758_IFCB110
6,D20160810T234647_IFCB110
6,D20160901T100244_IFCB110
6,D20160906T042101_IFCB110
6,D20161015T182202_IFCB110
6,D20160810T181553_IFCB110
6,D20160831T031728_IFCB110
6,D20161001T065206_IFCB110
6,D20160912T110413_IFCB110
6,D20160826T075306_IFCB110
6,D20160902T023653_IFCB110
6,D20160927T034244_IFCB110
6,D20160902T213253_IFCB110
6,D20160826T053112_IFCB110
6,D20160906T161014_IFCB110
6,D20161017T032444_IFCB110
6,D20160829T203916_IFCB110
6,D20161008T063012_IFCB110
6,D20160812T212236_IFCB110
6,D20160828T234506_IFCB110
6,D20161006T144622_IFCB110
6,D20160903T185042_IFCB110
6,D20160911T174240_IFCB110
6,D20160927T040622_IFCB110
6,D20160911T055330_IFCB110
6,D20160821T112534_IFCB110
6,D20161005T172459_IFCB110
6,D20160830T113853_IFCB110
6,D20160927T093724_IFCB110
6,D20160820T114601_IFCB110
6,D20161010T103313_IFCB110
6,D20160908T130948_IFCB110
6,D20160828T212330_IFCB110
6,D20161007T183939_IFCB110
6,D20160827T154928_IFCB110
6,D20160907T201426_IFCB110
6,D20161009T083154_IFCB110
6,D20160908T124610_IFCB110
6,D20160927T113541_IFCB110
6,D20160902T142724_IFCB110
6,D20160912T084224_IFCB110
6,D20160912T013526_IFCB110
6,D20160911T101332_IFCB110
6,D20161005T053426_IFCB110
6,D20160818T215529_IFCB110
6,D20161006T073609_IFCB110
6,D20160810T210120_IFCB110
6,D20160820T211442_IFCB110
6,D20160823T003004_IFCB110
6,D20161011T132208_IFCB110
6,D20160819T072245_IFCB110
6,D20161003T222808_IFCB110
6,D20160822T013754_IFCB110
6,D20160811T034309_IFCB110
6,D20161011T101302_IFCB110
6,D20160927T102441_IFCB110
6,D20160913T032343_IFCB110
6,D20160910T154105_IFCB110
6,D20161016T012732_IFCB110
6,D20160910T043912_IFCB110
6,D20160903T092200_IFCB110
6,D20160929T021934_IFCB110
6,D20160829T181727_IFCB110
6,D20161011T121113_IFCB110
6,D20160830T120231_IFCB110
6,D20161006T073609_IFCB110
6,D20160903T043821_IFCB110
6,D20160908T104758_IFCB110
6,D20161011T140924_IFCB110
6,D20160911T033140_IFCB110
6,D20160911T231337_IFCB110
6,D20161003T033201_IFCB110
11,D20160912T075508_IFCB110
11,D20161006T091042_IFCB110
11,D20160910T094630_IFCB110
11,D20161011T070356_IFCB110
11,D20160825T120935_IFCB110
11,D20160909T191529_IFCB110
11,D20161016T145115_IFCB110
11,D20161016T122925_IFCB110
11,D20160906T011155_IFCB110
11,D20161014T192924_IFCB110
11,D20160901T210558_IFCB110
11,D20160913T023621_IFCB110
11,D20160919T165227_IFCB110
11,D20160902T085505_IFCB110
11,D20161011T180548_IFCB110
11,D20160824T043755_IFCB110
11,D20160911T165523_IFCB110
11,D20160906T081724_IFCB110
11,D20160831T023011_IFCB110
11,D20160829T195200_IFCB110
11,D20160907T005142_IFCB110
11,D20160822T053416_IFCB110
11,D20160910T143010_IFCB110
11,D20161003T214051_IFCB110
11,D20161009T145011_IFCB110
11,D20160902T160157_IFCB110
11,D20160913T074348_IFCB110
11,D20161001T104834_IFCB110
11,D20161002T073410_IFCB110
11,D20160912T031128_IFCB110
11,D20160828T181424_IFCB110
11,D20160901T162220_IFCB110
11,D20160911T143333_IFCB110
11,D20160903T202514_IFCB110
11,D20160907T005142_IFCB110
11,D20161002T002829_IFCB110
11,D20161004T214130_IFCB110
11,D20160829T150821_IFCB110
11,D20161002T095600_IFCB110
11,D20161011T180548_IFCB110
11,D20161014T073850_IFCB110
11,D20161016T030205_IFCB110
11,D20161002T132057_IFCB110
11,D20160822T053416_IFCB110
11,D20161001T060449_IFCB110
11,D20161007T011930_IFCB110
11,D20160908T073851_IFCB110
11,D20160831T212621_IFCB110
11,D20160827T225456_IFCB110
11,D20160831T023011_IFCB110
11,D20160911T072803_IFCB110
11,D20161010T142941_IFCB110
11,D20160906T055534_IFCB110
11,D20161013T172723_IFCB110
11,D20160913T091821_IFCB110
11,D20161001T034259_IFCB110
11,D20160826T114934_IFCB110
11,D20160829T173010_IFCB110
11,D20160829T124632_IFCB110
11,D20160912T075508_IFCB110
11,D20161014T122230_IFCB110
11,D20161008T032106_IFCB110
11,D20160901T065339_IFCB110
11,D20161016T100735_IFCB110
11,D20160910T061345_IFCB110
11,D20160822T234247_IFCB110
11,D20160825T200230_IFCB110
11,D20160901T021000_IFCB110
11,D20161015T221830_IFCB110
11,D20160831T234810_IFCB110
11,D20160913T101926_IFCB110
11,D20160813T130929_IFCB110
11,D20161007T082504_IFCB110
11,D20160926T170432_IFCB110
11,D20161004T070826_IFCB110
11,D20161012T000129_IFCB110
11,D20161017T023727_IFCB110
11,D20160905T225006_IFCB110
11,D20160928T202450_IFCB110
11,D20160902T204536_IFCB110
11,D20161001T153140_IFCB110
11,D20160910T092251_IFCB110
11,D20161010T235811_IFCB110
11,D20160828T084707_IFCB110
11,D20160828T084707_IFCB110
11,D20161002T202632_IFCB110
11,D20161002T051215_IFCB110
11,D20160812T203519_IFCB110
11,D20160902T041126_IFCB110
11,D20160813T034048_IFCB110
11,D20161004T070826_IFCB110
11,D20161010T120751_IFCB110
11,D20161008T005916_IFCB110
11,D20160930T181530_IFCB110
11,D20160908T122231_IFCB110
11,D20161010T142941_IFCB110
11,D20160906T081724_IFCB110
11,D20161001T082644_IFCB110
11,D20161011T231305_IFCB110
11,D20160822T141432_IFCB110
11,D20160927T164305_IFCB110
11,D20161007T130843_IFCB110
11,D20161016T074545_IFCB110
11,D20160903T131946_IFCB110
11,D20160912T031128_IFCB110
11,D20161011T154358_IFCB110
11,D20160828T203614_IFCB110
11,D20160913T085443_IFCB110
11,D20161004T044632_IFCB110
11,D20160904T033043_IFCB110
11,D20160913T212156_IFCB110
11,D20160928T224639_IFCB110
11,D20160829T124632_IFCB110
11,D20160912T150036_IFCB110
11,D20161003T081540_IFCB110
11,D20160912T194416_IFCB110
11,D20161016T074545_IFCB110
11,D20160812T020242_IFCB110
11,D20161002T132057_IFCB110
11,D20161009T074438_IFCB110
11,D20161005T141552_IFCB110
11,D20160820T061506_IFCB110
11,D20161011T070356_IFCB110
11,D20160902T014936_IFCB110
11,D20161005T115238_IFCB110
11,D20161010T050218_IFCB110
11,D20160906T152258_IFCB110
11,D20160822T141432_IFCB110
11,D20161002T025024_IFCB110
11,D20160825T050401_IFCB110
11,D20161003T092635_IFCB110
11,D20160820T154223_IFCB110
11,D20160908T144423_IFCB110
11,D20160913T101926_IFCB110
11,D20160901T184409_IFCB110
11,D20160822T005037_IFCB110
11,D20160913T023621_IFCB110
11,D20160830T034609_IFCB110
11,D20161003T214051_IFCB110
11,D20161001T034259_IFCB110
11,D20160910T101008_IFCB110
11,D20160828T155234_IFCB110
11,D20160811T115135_IFCB110
11,D20161007T104654_IFCB110
11,D20160819T085718_IFCB110
11,D20160908T051656_IFCB110
11,D20161004T044632_IFCB110
11,D20160909T125718_IFCB110
11,D20160910T123158_IFCB110
11,D20160913T074348_IFCB110
11,D20160912T004810_IFCB110
11,D20160907T005142_IFCB110
11,D20160913T163812_IFCB110
11,D20160825T024212_IFCB110
11,D20161004T070826_IFCB110
11,D20161004T022442_IFCB110
11,D20160902T134008_IFCB110
11,D20161014T025504_IFCB110
11,D20161011T180548_IFCB110
11,D20161005T115238_IFCB110
11,D20160825T182757_IFCB110
11,D20160913T163812_IFCB110
11,D20161006T162055_IFCB110
11,D20160901T065339_IFCB110
11,D20160902T160157_IFCB110
11,D20160907T005142_IFCB110
11,D20160822T075615_IFCB110
11,D20161016T171429_IFCB110
11,D20161003T114824_IFCB110
11,D20161001T153140_IFCB110
11,D20161006T064852_IFCB110
11,D20161014T100040_IFCB110
11,D20161008T102634_IFCB110
11,D20160828T225803_IFCB110
11,D20161005T070859_IFCB110
11,D20160822T141432_IFCB110
11,D20161005T115238_IFCB110
11,D20160830T170253_IFCB110
11,D20160919T165227_IFCB110
11,D20161003T050634_IFCB110
11,D20161008T080445_IFCB110
11,D20160910T143010_IFCB110
11,D20160911T213903_IFCB110
11,D20161008T124824_IFCB110
11,D20160828T203614_IFCB110
11,D20160906T011155_IFCB110
11,D20161005T115238_IFCB110
11,D20161007T201412_IFCB110
11,D20161011T154358_IFCB110
11,D20161002T025024_IFCB110
11,D20160826T022206_IFCB110
11,D20161011T092545_IFCB110
11,D20160821T011100_IFCB110
11,D20160914T185015_IFCB110
11,D20160821T130006_IFCB110
11,D20161003T075202_IFCB110
11,D20160913T101926_IFCB110
11,D20160911T022028_IFCB110
11,D20160831T212621_IFCB110
11,D20160908T144423_IFCB110
11,D20161002T002829_IFCB110
11,D20160913T080726_IFCB110
11,D20160927T190500_IFCB110
11,D20160813T104740_IFCB110
11,D20161009T215539_IFCB110
11,D20160902T182347_IFCB110
11,D20161008T032106_IFCB110
11,D20160906T200637_IFCB110
11,D20160825T002022_IFCB110
11,D20160901T184409_IFCB110
11,D20160913T045816_IFCB110
11,D20160906T200637_IFCB110
11,D20160820T013127_IFCB110
11,D20160822T185909_IFCB110
11,D20160911T024424_IFCB110
11,D20161005T185932_IFCB110
11,D20161002T095600_IFCB110
11,D20160826T000016_IFCB110
11,D20160819T111907_IFCB110
11,D20160913T100538_IFCB110
11,D20161003T095013_IFCB110
11,D20160813T011858_IFCB110
11,D20160910T092251_IFCB110
11,D20160822T212058_IFCB110
11,D20160913T072010_IFCB110
11,D20160901T232747_IFCB110
11,D20160908T170614_IFCB110
11,D20161016T122925_IFCB110
11,D20161005T234317_IFCB110
11,D20161010T024029_IFCB110
11,D20160912T150036_IFCB110
11,D20160821T152156_IFCB110
11,D20161001T060449_IFCB110
11,D20160902T204536_IFCB110
11,D20161003T095013_IFCB110
11,D20161002T002829_IFCB110
11,D20161002T051215_IFCB110
11,D20161009T193350_IFCB110
11,D20160822T075615_IFCB110
11,D20161002T180442_IFCB110
11,D20160819T204749_IFCB110
11,D20161006T113231_IFCB110
11,D20161003T083919_IFCB110
11,D20161006T210434_IFCB110
11,D20161009T215539_IFCB110
11,D20160910T105724_IFCB110
11,D20160904T081421_IFCB110
11,D20161003T092635_IFCB110
11,D20161007T011930_IFCB110
11,D20161009T122822_IFCB110
11,D20160822T031226_IFCB110
11,D20161003T081540_IFCB110
11,D20160910T092251_IFCB110
11,D20161014T122230_IFCB110
11,D20160930T225920_IFCB110
11,D20160828T133045_IFCB110
11,D20160906T130103_IFCB110
11,D20161005T141552_IFCB110
11,D20160812T084437_IFCB110
11,D20160812T084437_IFCB110
11,D20160909T191529_IFCB110
11,D20160906T081724_IFCB110
11,D20161003T112446_IFCB110
11,D20161017T045916_IFCB110
11,D20161014T170734_IFCB110
11,D20160826T200602_IFCB110
11,D20160908T170614_IFCB110
11,D20160901T184409_IFCB110
11,D20161001T175329_IFCB110
11,D20160901T091528_IFCB110
11,D20160911T050613_IFCB110
11,D20161005T163742_IFCB110
11,D20161006T020507_IFCB110
11,D20160825T165324_IFCB110
11,D20161002T154246_IFCB110
11,D20160906T033345_IFCB110
11,D20160908T100041_IFCB110
11,D20160831T000822_IFCB110
11,D20160825T050401_IFCB110
11,D20160912T150036_IFCB110
11,D20160913T115433_IFCB110
11,D20161014T025504_IFCB110
11,D20160829T195200_IFCB110
11,D20160829T173010_IFCB110
11,D20160913T141622_IFCB110
11,D20161015T102750_IFCB110
11,D20161004T191940_IFCB110
11,D20160912T194416_IFCB110
11,D20160903T012915_IFCB110
11,D20160825T024212_IFCB110
11,D20160903T180325_IFCB110
11,D20160910T061345_IFCB110
11,D20161016T052355_IFCB110
11,D20160826T070550_IFCB110
11,D20160901T140030_IFCB110
11,D20160904T033043_IFCB110
11,D20161015T102750_IFCB110
11,D20160812T042437_IFCB110
11,D20160910T101008_IFCB110
11,D20161007T153033_IFCB110
11,D20161007T011930_IFCB110
11,D20160907T031331_IFCB110
11,D20160903T083443_IFCB110
11,D20160906T200637_IFCB110
11,D20160926T170432_IFCB110
11,D20161007T130843_IFCB110
11,D20160905T225006_IFCB110
11,D20161003T072824_IFCB110
11,D20161007T175223_IFCB110
11,D20160912T004810_IFCB110
11,D20160831T000822_IFCB110
11,D20160901T065339_IFCB110
11,D20160912T101657_IFCB110
11,D20161011T154358_IFCB110
11,D20160829T124632_IFCB110
11,D20161006T091042_IFCB110
11,D20161012T143638_IFCB110
11,D20161003T075202_IFCB110
11,D20160830T144103_IFCB110
11,D20160828T133045_IFCB110
11,D20160823T213227_IFCB110
11,D20160826T022206_IFCB110
11,D20160909T125718_IFCB110
11,D20161006T020507_IFCB110
11,D20160825T191514_IFCB110
11,D20161015T151130_IFCB110
11,D20160910T083535_IFCB110
11,D20160831T212621_IFCB110
11,D20161011T070356_IFCB110
11,D20160908T025506_IFCB110
11,D20160825T193852_IFCB110
11,D20160908T051656_IFCB110
11,D20160901T210558_IFCB110
11,D20161015T124940_IFCB110
11,D20160904T055232_IFCB110
11,D20160913T072010_IFCB110
11,D20160827T150211_IFCB110
11,D20160912T123847_IFCB110
11,D20161006T135905_IFCB110
11,D20160813T034048_IFCB110
11,D20161010T072407_IFCB110
11,D20160906T200637_IFCB110
11,D20160901T043149_IFCB110
11,D20161016T100735_IFCB110
11,D20160907T005142_IFCB110
11,D20160911T050613_IFCB110
11,D20160903T154136_IFCB110
11,D20160907T221126_IFCB110
11,D20160901T140030_IFCB110
11,D20160910T094630_IFCB110
11,D20161006T162055_IFCB110
11,D20160913T083105_IFCB110
11,D20160825T174041_IFCB110
11,D20160911T094953_IFCB110
11,D20161001T104834_IFCB110
11,D20160905T225006_IFCB110
11,D20160831T093545_IFCB110
11,D20161003T110108_IFCB110
11,D20160905T225006_IFCB110
11,D20161016T074545_IFCB110
11,D20161006T135905_IFCB110
11,D20161016T171429_IFCB110
11,D20160930T225920_IFCB110
11,D20160827T005105_IFCB110
11,D20160904T033043_IFCB110
11,D20160825T072551_IFCB110
11,D20161005T212127_IFCB110
11,D20161003T191901_IFCB110
11,D20160820T013127_IFCB110
11,D20161008T151014_IFCB110
11,D20161016T122925_IFCB110
11,D20161001T201519_IFCB110
11,D20161007T034119_IFCB110
11,D20160908T073851_IFCB110
11,D20161002T180442_IFCB110
11,D20160911T121143_IFCB110
11,D20160911T165523_IFCB110
11,D20160903T131946_IFCB110
11,D20160821T033249_IFCB110
11,D20160812T203519_IFCB110
11,D20160819T063529_IFCB110
11,D20161008T151014_IFCB110
11,D20160903T012915_IFCB110
11,D20160908T100041_IFCB110
11,D20161003T092635_IFCB110
11,D20161002T025024_IFCB110
11,D20160903T061254_IFCB110
11,D20161016T074545_IFCB110
11,D20160903T131946_IFCB110
11,D20160825T174041_IFCB110
11,D20161010T001840_IFCB110
11,D20161016T122925_IFCB110
11,D20160910T085913_IFCB110
11,D20160830T214632_IFCB110
11,D20161003T110108_IFCB110
11,D20161017T023727_IFCB110
11,D20161014T170734_IFCB110
11,D20160912T123847_IFCB110
11,D20160828T133045_IFCB110
11,D20161002T154246_IFCB110
11,D20160913T045816_IFCB110
11,D20160901T021000_IFCB110
11,D20160825T143130_IFCB110
11,D20160913T094159_IFCB110
11,D20160826T044355_IFCB110
11,D20160928T180300_IFCB110
11,D20160813T082426_IFCB110
11,D20161013T221114_IFCB110
11,D20161012T002530_IFCB110
11,D20161013T194919_IFCB110
11,D20160910T171539_IFCB110
11,D20161012T002530_IFCB110
11,D20161010T142941_IFCB110
11,D20160909T213719_IFCB110
11,D20161012T000129_IFCB110
11,D20160906T055534_IFCB110
11,D20160912T031128_IFCB110
11,D20160820T132034_IFCB110
11,D20160907T221126_IFCB110
11,D20161003T103730_IFCB110
11,D20161010T191320_IFCB110
11,D20160828T203614_IFCB110
11,D20160913T085443_IFCB110
11,D20161006T113231_IFCB110
11,D20160910T123158_IFCB110
11,D20160906T081724_IFCB110
11,D20161013T221114_IFCB110
11,D20161004T143556_IFCB110
11,D20160902T230726_IFCB110
11,D20160914T162825_IFCB110
11,D20160911T094953_IFCB110
11,D20160821T033249_IFCB110
11,D20160906T103913_IFCB110
11,D20160831T093545_IFCB110
11,D20161009T074438_IFCB110
11,D20160928T202450_IFCB110
11,D20161005T044709_IFCB110
11,D20160913T083105_IFCB110
11,D20160822T234247_IFCB110
11,D20161014T073850_IFCB110
11,D20160914T185015_IFCB110
11,D20161010T191320_IFCB110
11,D20160910T085913_IFCB110
11,D20161001T175329_IFCB110
11,D20161003T101352_IFCB110
11,D20161003T143517_IFCB110
11,D20160911T191713_IFCB110
11,D20161004T143556_IFCB110
11,D20161005T093049_IFCB110
11,D20161010T094557_IFCB110
11,D20160908T100041_IFCB110
11,D20160910T083535_IFCB110
11,D20160913T212156_IFCB110
11,D20160830T034609_IFCB110
11,D20161007T153033_IFCB110
11,D20160906T174448_IFCB110
11,D20160913T091821_IFCB110
11,D20160818T233001_IFCB110
11,D20161008T032106_IFCB110
11,D20160826T200602_IFCB110
11,D20161009T171200_IFCB110
11,D20161008T124824_IFCB110
11,D20160831T115734_IFCB110
11,D20160908T003316_IFCB110
11,D20160826T114934_IFCB110
11,D20160913T190006_IFCB110
11,D20161010T024029_IFCB110
11,D20160902T111654_IFCB110
11,D20161009T193350_IFCB110
11,D20161008T080445_IFCB110
11,D20161004T191940_IFCB110
11,D20160913T100538_IFCB110
11,D20160821T011100_IFCB110
11,D20160831T142047_IFCB110
11,D20160831T190426_IFCB110
11,D20160904T081421_IFCB110
11,D20160906T033345_IFCB110
11,D20161016T030205_IFCB110
11,D20160828T062517_IFCB110
11,D20161003T075202_IFCB110
11,D20160828T203614_IFCB110
11,D20161010T213509_IFCB110
11,D20160830T105136_IFCB110
11,D20161003T081540_IFCB110
11,D20161006T091042_IFCB110
11,D20160828T084707_IFCB110
11,D20160930T181530_IFCB110
11,D20160912T150036_IFCB110
11,D20160831T115734_IFCB110
11,D20160928T180300_IFCB110
11,D20160930T203725_IFCB110
11,D20160820T224915_IFCB110
11,D20160910T123158_IFCB110
11,D20161011T231305_IFCB110
11,D20160906T011155_IFCB110
11,D20160901T162220_IFCB110
11,D20161015T102750_IFCB110
11,D20160911T024424_IFCB110
11,D20161003T191901_IFCB110
11,D20161015T173445_IFCB110
11,D20160902T085505_IFCB110
11,D20160901T162220_IFCB110
11,D20160830T060758_IFCB110
11,D20160903T154136_IFCB110
11,D20161007T130843_IFCB110
11,D20160907T221126_IFCB110
11,D20160820T132034_IFCB110
11,D20160911T191713_IFCB110
11,D20160912T172226_IFCB110
11,D20160903T035105_IFCB110
11,D20161005T234317_IFCB110
11,D20160906T200637_IFCB110
11,D20160901T210558_IFCB110
11,D20160909T140815_IFCB110
11,D20160906T200637_IFCB110
11,D20160903T035105_IFCB110
11,D20160822T005037_IFCB110
11,D20160930T203725_IFCB110
11,D20160926T144242_IFCB110
11,D20161009T171200_IFCB110
11,D20161002T073410_IFCB110
11,D20160910T105724_IFCB110
11,D20161004T000242_IFCB110
11,D20160927T142114_IFCB110
11,D20161005T212127_IFCB110
11,D20161010T050218_IFCB110
11,D20161010T191320_IFCB110
11,D20160831T071355_IFCB110
11,D20160812T132940_IFCB110
11,D20160908T192811_IFCB110
11,D20161015T124940_IFCB110
11,D20160908T192811_IFCB110
11,D20160825T002022_IFCB110
11,D20160914T185015_IFCB110
11,D20160825T171702_IFCB110
11,D20160903T035105_IFCB110
11,D20161007T104654_IFCB110
11,D20160825T120935_IFCB110
11,D20160826T222752_IFCB110
11,D20160911T121143_IFCB110
11,D20160909T125718_IFCB110
11,D20161006T135905_IFCB110
11,D20160827T124022_IFCB110
11,D20161002T202632_IFCB110
11,D20161014T192924_IFCB110
11,D20161011T202737_IFCB110
11,D20161016T145115_IFCB110
11,D20160904T081421_IFCB110
11,D20160828T225803_IFCB110
11,D20160824T021605_IFCB110
11,D20161015T221830_IFCB110
11,D20160906T152258_IFCB110
11,D20161004T000242_IFCB110
11,D20160902T041126_IFCB110
11,D20161003T214051_IFCB110
11,D20161011T092545_IFCB110
11,D20160901T184409_IFCB110
11,D20160822T212058_IFCB110
11,D20160903T061254_IFCB110
11,D20160819T160246_IFCB110
11,D20160928T202450_IFCB110
11,D20161010T094557_IFCB110
11,D20160902T041126_IFCB110
11,D20161015T195635_IFCB110
11,D20160828T181424_IFCB110
11,D20161014T170734_IFCB110
11,D20160831T115734_IFCB110
11,D20160902T014936_IFCB110
11,D20160927T142114_IFCB110
11,D20160930T225920_IFCB110
11,D20161004T022442_IFCB110
11,D20161003T165706_IFCB110
11,D20161016T171429_IFCB110
11,D20161003T095013_IFCB110
11,D20160911T094953_IFCB110
11,D20161003T114824_IFCB110
11,D20161002T154246_IFCB110
11,D20161009T074438_IFCB110
11,D20161015T151130_IFCB110
11,D20160926T225905_IFCB110
11,D20160913T083105_IFCB110
11,D20160826T000016_IFCB110
11,D20161003T165706_IFCB110
11,D20160928T224639_IFCB110
11,D20161008T151014_IFCB110
11,D20160910T085913_IFCB110
11,D20160908T073851_IFCB110
11,D20161005T163742_IFCB110
11,D20160909T191529_IFCB110
11,D20161003T143517_IFCB110
11,D20161017T045916_IFCB110
11,D20161004T165745_IFCB110
11,D20160825T202608_IFCB110
11,D20160911T094953_IFCB110
11,D20160907T031331_IFCB110
11,D20161014T100040_IFCB110
11,D20161008T151014_IFCB110
11,D20160812T020242_IFCB110
11,D20161014T003314_IFCB110
11,D20160909T235909_IFCB110
11,D20160902T204536_IFCB110
11,D20160912T101657_IFCB110
11,D20160825T165324_IFCB110
11,D20160908T192811_IFCB110
11,D20160901T232747_IFCB110
11,D20161014T073850_IFCB110
11,D20160831T234810_IFCB110
11,D20161006T113231_IFCB110
11,D20160902T204536_IFCB110
11,D20161014T144420_IFCB110
11,D20160821T081628_IFCB110
11,D20160827T005105_IFCB110
11,D20161005T022514_IFCB110
11,D20161011T231305_IFCB110
11,D20160908T144423_IFCB110
11,D20160831T212621_IFCB110
11,D20160906T103913_IFCB110
11,D20161004T165745_IFCB110
11,D20161003T024445_IFCB110
11,D20161006T210434_IFCB110
11,D20161006T113231_IFCB110
11,D20160910T145348_IFCB110
11,D20160830T214632_IFCB110
11,D20160831T164237_IFCB110
11,D20161010T050218_IFCB110
11,D20161010T142941_IFCB110
11,D20161009T074438_IFCB110
11,D20160913T083105_IFCB110
11,D20161002T002829_IFCB110
11,D20161003T130026_IFCB110
11,D20160820T083655_IFCB110
11,D20161010T235811_IFCB110
11,D20161001T104834_IFCB110
11,D20160928T224639_IFCB110
11,D20161010T001840_IFCB110
11,D20160811T234052_IFCB110
11,D20161014T051659_IFCB110
11,D20161004T000242_IFCB110
11,D20161005T212127_IFCB110
11,D20161011T224927_IFCB110
11,D20161010T050218_IFCB110
11,D20160825T180419_IFCB110
11,D20161014T003314_IFCB110
11,D20161006T064852_IFCB110
11,D20160928T180300_IFCB110
11,D20160904T010853_IFCB110
11,D20161003T103730_IFCB110
11,D20160908T003316_IFCB110
11,D20160901T113717_IFCB110
11,D20160831T164237_IFCB110
11,D20160902T230726_IFCB110
11,D20161001T012109_IFCB110
11,D20161009T145011_IFCB110
11,D20161015T221830_IFCB110
11,D20160913T163812_IFCB110
11,D20161003T214051_IFCB110
11,D20161010T165130_IFCB110
11,D20160928T154105_IFCB110
11,D20160821T055439_IFCB110
11,D20161003T072824_IFCB110
11,D20160913T212156_IFCB110
11,D20160826T022206_IFCB110
11,D20160812T110751_IFCB110
11,D20161005T141552_IFCB110
11,D20161003T101352_IFCB110
11,D20160901T113717_IFCB110
11,D20160909T140815_IFCB110
11,D20160902T063316_IFCB110
11,D20161016T100735_IFCB110
11,D20161005T070859_IFCB110
11,D20160813T153118_IFCB110
11,D20160820T035317_IFCB110
11,D20160826T070550_IFCB110
